id,gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv,income_category,income_scaled,claim_ratio,claim_percentage,policies_per_year,customer_value,high_value_flag,customer_segment
4029,Male,Rural,High School,3,1,4,3164,2,A,Platinum,60144,5L-10L,1500000,0.002109332,0.21,0.4,15000000,1,Medium
55792,Female,Urban,Bachelor,3,0,6,5395,1,A,Silver,46080,5L-10L,1500000,0.003596664,0.36,0.142857143,10500000,0,Low
24250,Female,Rural,Bachelor,3,0,8,4210,2,B,Silver,66912,5L-10L,1500000,0.002806665,0.28,0.222222222,27000000,1,Medium
63392,Male,Urban,Bachelor,3,1,8,2023,2,B,Platinum,95292,5L-10L,1500000,0.001348666,0.13,0.222222222,27000000,1,High
12693,Female,Urban,High School,3,0,5,3519,1,A,Gold,30060,5L-10L,1500000,0.002345998,0.23,0.166666667,9000000,0,Low
43971,Male,Urban,High School,3,1,0,2906,2,A,Platinum,104652,5L-10L,1500000,0.001937332,0.19,2.0,3000000,1,High
30380,Female,Rural,High School,4,1,6,0,1,B,Platinum,52008,10L+,2000000,0.0,0.0,0.142857143,14000000,0,Low
21686,Female,Urban,Bachelor,1,1,3,5621,1,C,Silver,33756,0-2L,500000,0.011241978,1.12,0.25,2000000,0,Low
85821,Female,Urban,High School,4,1,2,2561,2,A,Gold,63684,10L+,2000000,0.001280499,0.13,0.666666667,12000000,1,Medium
41842,Male,Urban,High School,3,1,5,5683,2,A,Gold,93588,5L-10L,1500000,0.003788664,0.38,0.333333333,18000000,1,High
89079,Male,Urban,Bachelor,3,0,6,4913,2,A,Platinum,72516,5L-10L,1500000,0.003275331,0.33,0.285714286,21000000,1,Medium
60443,Female,Urban,High School,2,1,7,6192,1,A,Gold,33984,2-5L,1000000,0.006191994,0.62,0.125,8000000,0,Low
35124,Male,Urban,High School,3,1,4,7614,2,A,Platinum,408744,5L-10L,1500000,0.005075997,0.51,0.4,15000000,1,High
52942,Male,Urban,High School,3,1,2,6685,2,A,Silver,177132,5L-10L,1500000,0.004456664,0.45,0.666666667,9000000,1,High
2928,Female,Urban,High School,3,0,4,5076,2,C,Gold,156036,5L-10L,1500000,0.003383998,0.34,0.4,15000000,1,High
63718,Female,Rural,Bachelor,4,1,4,2570,2,B,Platinum,63216,10L+,2000000,0.001284999,0.13,0.4,20000000,1,Medium
327,Female,Rural,High School,4,1,6,0,1,A,Platinum,69948,10L+,2000000,0.0,0.0,0.142857143,14000000,0,Medium
35853,Female,Urban,Bachelor,3,1,6,3730,1,B,Silver,33840,5L-10L,1500000,0.002486665,0.25,0.142857143,10500000,0,Low
52474,Male,Rural,Bachelor,4,1,5,0,1,A,Platinum,54168,10L+,2000000,0.0,0.0,0.166666667,12000000,0,Low
26964,Female,Urban,High School,2,1,7,8458,2,A,Platinum,59124,2-5L,1000000,0.008457992,0.85,0.25,16000000,0,Low
15542,Female,Rural,Bachelor,4,1,1,0,2,A,Platinum,387336,10L+,2000000,0.0,0.0,1.0,8000000,1,High
73522,Male,Urban,High School,2,1,5,3965,2,A,Platinum,64056,2-5L,1000000,0.003964996,0.4,0.333333333,12000000,0,Medium
44227,Female,Urban,High School,3,1,4,5834,1,A,Gold,63348,5L-10L,1500000,0.003889331,0.39,0.2,7500000,0,Medium
80324,Male,Urban,Bachelor,2,0,7,2354,1,B,Silver,34644,2-5L,1000000,0.002353998,0.24,0.125,8000000,0,Low
73838,Female,Rural,High School,3,1,4,3049,1,B,Platinum,37560,5L-10L,1500000,0.002032665,0.2,0.2,7500000,0,Low
37594,Male,Urban,High School,3,1,7,9110,1,A,Silver,33252,5L-10L,1500000,0.006073329,0.61,0.125,12000000,0,Low
86948,Male,Urban,Others,3,0,7,2404,2,B,Silver,63300,5L-10L,1500000,0.001602666,0.16,0.25,24000000,1,Medium
67399,Female,Rural,Bachelor,3,0,1,0,1,A,Platinum,38244,5L-10L,1500000,0.0,0.0,0.5,3000000,0,Low
366,Male,Urban,High School,3,1,5,6261,2,A,Gold,262476,5L-10L,1500000,0.004173997,0.42,0.333333333,18000000,1,High
79739,Male,Rural,High School,4,1,6,0,1,A,Silver,34848,10L+,2000000,0.0,0.0,0.142857143,14000000,0,Low
22925,Female,Urban,High School,2,1,2,4495,2,A,Gold,100200,2-5L,1000000,0.004494996,0.45,0.666666667,6000000,0,High
40558,Male,Urban,High School,3,1,2,14247,2,A,Silver,76644,5L-10L,1500000,0.009497994,0.95,0.666666667,9000000,1,Medium
10133,Male,Urban,High School,4,1,3,6108,1,C,Gold,75480,10L+,2000000,0.003053998,0.31,0.25,8000000,0,Medium
70446,Female,Urban,High School,2,0,3,7299,2,B,Silver,347088,2-5L,1000000,0.007298993,0.73,0.5,8000000,0,High
86675,Female,Urban,High School,3,1,6,5639,2,B,Gold,65148,5L-10L,1500000,0.003759331,0.38,0.285714286,21000000,1,Medium
35096,Female,Urban,Bachelor,2,1,1,3683,2,B,Silver,73608,2-5L,1000000,0.003682996,0.37,1.0,4000000,0,Medium
54110,Male,Urban,High School,1,0,4,5794,2,A,Silver,157236,0-2L,500000,0.011587977,1.16,0.4,5000000,0,High
83628,Female,Urban,High School,2,0,2,4149,2,A,Platinum,144480,2-5L,1000000,0.004148996,0.41,0.666666667,6000000,0,High
37710,Female,Urban,High School,3,1,7,0,1,A,Platinum,59532,5L-10L,1500000,0.0,0.0,0.125,12000000,0,Low
88834,Male,Rural,Bachelor,3,0,6,2949,2,A,Gold,100452,5L-10L,1500000,0.001965999,0.2,0.285714286,21000000,1,High
60398,Female,Urban,Bachelor,2,1,2,3529,2,B,Gold,59412,2-5L,1000000,0.003528996,0.35,0.666666667,6000000,0,Low
56207,Female,Rural,High School,4,0,3,3170,2,A,Silver,101112,10L+,2000000,0.001584999,0.16,0.5,16000000,1,High
34462,Female,Urban,High School,3,0,5,5045,1,A,Silver,48420,5L-10L,1500000,0.003363331,0.34,0.166666667,9000000,0,Low
54820,Female,Urban,High School,2,1,5,5517,2,A,Platinum,177240,2-5L,1000000,0.005516994,0.55,0.333333333,12000000,0,High
47763,Male,Rural,High School,4,1,1,0,1,B,Platinum,65532,10L+,2000000,0.0,0.0,0.5,4000000,0,Medium
55785,Male,Rural,Bachelor,3,1,7,0,1,A,Silver,67212,5L-10L,1500000,0.0,0.0,0.125,12000000,0,Medium
26467,Male,Rural,Bachelor,3,0,1,0,1,B,Platinum,65172,5L-10L,1500000,0.0,0.0,0.5,3000000,0,Medium
2509,Male,Urban,Bachelor,3,1,8,7219,2,B,Silver,37140,5L-10L,1500000,0.004812663,0.48,0.222222222,27000000,1,Low
3796,Female,Rural,High School,4,1,6,0,1,B,Platinum,54336,10L+,2000000,0.0,0.0,0.142857143,14000000,0,Low
78689,Female,Urban,High School,3,1,2,7652,1,B,Silver,44796,5L-10L,1500000,0.00510133,0.51,0.333333333,4500000,0,Low
88599,Female,Rural,Bachelor,3,0,4,4835,2,B,Platinum,132660,5L-10L,1500000,0.003223331,0.32,0.4,15000000,1,High
32368,Male,Urban,Bachelor,3,1,7,6085,2,A,Platinum,466392,5L-10L,1500000,0.004056664,0.41,0.25,24000000,1,High
72985,Female,Urban,High School,3,0,5,3188,2,A,Platinum,35628,5L-10L,1500000,0.002125332,0.21,0.333333333,18000000,1,Low
39875,Female,Rural,High School,2,0,4,10247,2,A,Gold,121224,2-5L,1000000,0.01024699,1.02,0.4,10000000,0,High
36333,Female,Rural,High School,2,1,6,4591,2,B,Platinum,30288,2-5L,1000000,0.004590995,0.46,0.285714286,14000000,0,Low
3724,Female,Urban,High School,2,1,2,6682,2,A,Platinum,112572,2-5L,1000000,0.006681993,0.67,0.666666667,6000000,0,High
45623,Female,Urban,Bachelor,3,0,5,4197,2,A,Gold,71256,5L-10L,1500000,0.002797998,0.28,0.333333333,18000000,1,Medium
19849,Male,Urban,Bachelor,4,1,6,3227,2,B,Silver,66864,10L+,2000000,0.001613499,0.16,0.285714286,28000000,1,Medium
48542,Male,Rural,Others,3,1,4,0,1,B,Platinum,31068,5L-10L,1500000,0.0,0.0,0.2,7500000,0,Low
82657,Male,Urban,High School,3,1,8,4203,2,A,Silver,62556,5L-10L,1500000,0.002801998,0.28,0.222222222,27000000,1,Medium
9713,Female,Urban,Bachelor,3,0,2,5173,2,A,Platinum,60072,5L-10L,1500000,0.003448664,0.34,0.666666667,9000000,1,Low
18603,Male,Urban,High School,3,0,8,16247,2,C,Silver,605136,5L-10L,1500000,0.010831326,1.08,0.222222222,27000000,1,High
18361,Female,Rural,High School,3,0,4,5252,2,A,Gold,89364,5L-10L,1500000,0.003501331,0.35,0.4,15000000,1,Medium
50438,Female,Urban,High School,2,0,5,5593,1,C,Silver,34776,2-5L,1000000,0.005592994,0.56,0.166666667,6000000,0,Low
38776,Male,Urban,High School,3,1,1,5848,1,A,Silver,33348,5L-10L,1500000,0.003898664,0.39,0.5,3000000,0,Low
26127,Female,Rural,High School,3,0,7,0,2,A,Silver,105036,5L-10L,1500000,0.0,0.0,0.25,24000000,1,High
39922,Male,Urban,Bachelor,3,0,5,3709,1,C,Platinum,35352,5L-10L,1500000,0.002472665,0.25,0.166666667,9000000,0,Low
80787,Male,Rural,Bachelor,3,1,5,0,1,A,Silver,41928,5L-10L,1500000,0.0,0.0,0.166666667,9000000,0,Low
16670,Female,Rural,High School,3,0,4,5995,1,A,Gold,33756,5L-10L,1500000,0.003996664,0.4,0.2,7500000,0,Low
26588,Female,Urban,Bachelor,2,0,7,5500,1,C,Gold,32844,2-5L,1000000,0.005499995,0.55,0.125,8000000,0,Low
32588,Male,Urban,High School,3,0,1,16722,2,C,Gold,307152,5L-10L,1500000,0.011147993,1.11,1.0,6000000,1,High
70885,Male,Urban,High School,3,1,4,4832,1,A,Gold,29964,5L-10L,1500000,0.003221331,0.32,0.2,7500000,0,Low
53102,Male,Rural,Bachelor,3,1,5,2957,2,A,Platinum,63768,5L-10L,1500000,0.001971332,0.2,0.333333333,18000000,1,Medium
22349,Male,Urban,High School,3,0,1,10791,2,A,Platinum,102444,5L-10L,1500000,0.007193995,0.72,1.0,6000000,1,High
29748,Male,Urban,High School,3,1,3,0,2,B,Gold,290928,5L-10L,1500000,0.0,0.0,0.5,12000000,1,High
58360,Male,Rural,Bachelor,4,1,4,0,2,B,Gold,52704,10L+,2000000,0.0,0.0,0.4,20000000,1,Low
82297,Male,Urban,High School,3,1,8,3118,1,C,Platinum,69312,5L-10L,1500000,0.002078665,0.21,0.111111111,13500000,0,Medium
54,Female,Urban,High School,2,1,0,4080,2,A,Platinum,160632,2-5L,1000000,0.004079996,0.41,2.0,2000000,0,High
71214,Male,Rural,High School,3,0,3,0,2,A,Silver,112956,5L-10L,1500000,0.0,0.0,0.5,12000000,1,High
48873,Male,Urban,Bachelor,3,1,6,2327,1,B,Silver,70344,5L-10L,1500000,0.001551332,0.16,0.142857143,10500000,0,Medium
40539,Male,Rural,High School,2,1,6,3208,2,B,Platinum,65064,2-5L,1000000,0.003207997,0.32,0.285714286,14000000,0,Medium
29525,Male,Rural,Others,3,1,7,7041,1,A,Platinum,49776,5L-10L,1500000,0.004693997,0.47,0.125,12000000,0,Low
60558,Male,Urban,Bachelor,2,1,3,6147,2,A,Platinum,89640,2-5L,1000000,0.006146994,0.61,0.5,8000000,0,Medium
80007,Male,Rural,Bachelor,4,0,2,2248,1,B,Gold,30780,10L+,2000000,0.001123999,0.11,0.333333333,6000000,0,Low
34656,Male,Urban,Bachelor,2,1,1,3887,2,C,Gold,102072,2-5L,1000000,0.003886996,0.39,1.0,4000000,0,High
33087,Female,Urban,High School,2,1,2,4158,2,A,Platinum,90336,2-5L,1000000,0.004157996,0.42,0.666666667,6000000,0,Medium
25330,Male,Rural,High School,3,1,1,2279,2,A,Gold,66444,5L-10L,1500000,0.001519332,0.15,1.0,6000000,1,Medium
11506,Female,Urban,Bachelor,3,1,4,6938,2,B,Silver,193512,5L-10L,1500000,0.00462533,0.46,0.4,15000000,1,High
26447,Male,Rural,Bachelor,4,1,2,0,2,A,Silver,58896,10L+,2000000,0.0,0.0,0.666666667,12000000,1,Low
43345,Male,Urban,Bachelor,3,1,2,6770,1,A,Platinum,59820,5L-10L,1500000,0.00451333,0.45,0.333333333,4500000,0,Low
85209,Female,Urban,High School,2,0,1,9760,2,A,Platinum,94200,2-5L,1000000,0.00975999,0.98,1.0,4000000,0,High
72449,Male,Rural,Bachelor,2,0,7,10543,1,B,Silver,130368,2-5L,1000000,0.010542989,1.05,0.125,8000000,0,High
80781,Male,Urban,High School,2,1,4,0,1,B,Silver,30576,2-5L,1000000,0.0,0.0,0.2,5000000,0,Low
53415,Male,Urban,Bachelor,2,1,8,5940,2,A,Gold,104508,2-5L,1000000,0.005939994,0.59,0.222222222,18000000,0,High
13251,Female,Rural,High School,3,1,6,2378,2,A,Platinum,66876,5L-10L,1500000,0.001585332,0.16,0.285714286,21000000,1,Medium
17961,Female,Urban,Bachelor,3,1,4,0,2,A,Platinum,66372,5L-10L,1500000,0.0,0.0,0.4,15000000,1,Medium
6514,Female,Rural,Bachelor,4,1,5,0,2,A,Silver,216900,10L+,2000000,0.0,0.0,0.333333333,24000000,1,High
21855,Male,Rural,Bachelor,3,0,6,2767,2,A,Platinum,59820,5L-10L,1500000,0.001844665,0.18,0.285714286,21000000,1,Low
26406,Male,Rural,Bachelor,4,0,2,2472,2,A,Gold,65904,10L+,2000000,0.001235999,0.12,0.666666667,12000000,1,Medium
84646,Female,Urban,High School,3,1,2,9441,2,B,Platinum,185952,5L-10L,1500000,0.006293996,0.63,0.666666667,9000000,1,High
70957,Female,Urban,High School,3,1,3,5746,2,A,Gold,106848,5L-10L,1500000,0.003830664,0.38,0.5,12000000,1,High
63615,Male,Urban,High School,3,1,6,7073,1,A,Silver,33264,5L-10L,1500000,0.00471533,0.47,0.142857143,10500000,0,Low
44944,Male,Rural,High School,3,0,1,3312,2,A,Platinum,103536,5L-10L,1500000,0.002207999,0.22,1.0,6000000,1,High
65850,Female,Rural,Bachelor,4,1,3,5094,1,B,Gold,34968,10L+,2000000,0.002546999,0.25,0.25,8000000,0,Low
50937,Male,Urban,High School,3,1,6,3929,1,A,Gold,59772,5L-10L,1500000,0.002619332,0.26,0.142857143,10500000,0,Low
56671,Female,Rural,High School,4,1,3,0,2,A,Gold,109368,10L+,2000000,0.0,0.0,0.5,16000000,1,High
399,Female,Urban,Bachelor,2,0,2,10379,2,A,Gold,145692,2-5L,1000000,0.01037899,1.04,0.666666667,6000000,0,High
77496,Male,Urban,Bachelor,3,0,5,16233,2,B,Platinum,192288,5L-10L,1500000,0.010821993,1.08,0.333333333,18000000,1,High
81071,Female,Rural,High School,4,0,5,0,1,B,Platinum,54156,10L+,2000000,0.0,0.0,0.166666667,12000000,0,Low
88472,Female,Rural,Bachelor,2,1,6,5281,2,B,Platinum,161076,2-5L,1000000,0.005280995,0.53,0.285714286,14000000,0,High
30820,Male,Urban,High School,2,0,3,5572,2,A,Silver,452280,2-5L,1000000,0.005571994,0.56,0.5,8000000,0,High
43841,Male,Urban,High School,3,0,6,11158,2,A,Gold,305892,5L-10L,1500000,0.007438662,0.74,0.285714286,21000000,1,High
40715,Male,Urban,High School,3,1,6,5574,1,A,Platinum,31368,5L-10L,1500000,0.003715998,0.37,0.142857143,10500000,0,Low
40436,Female,Rural,High School,4,0,2,4876,2,A,Platinum,63876,10L+,2000000,0.002437999,0.24,0.666666667,12000000,1,Medium
46544,Female,Rural,Others,3,1,2,2303,1,A,Silver,69156,5L-10L,1500000,0.001535332,0.15,0.333333333,4500000,0,Medium
84809,Female,Rural,High School,3,1,4,2325,1,B,Platinum,48372,5L-10L,1500000,0.001549999,0.15,0.2,7500000,0,Low
51072,Male,Urban,Bachelor,2,1,5,6380,2,B,Platinum,659184,2-5L,1000000,0.006379994,0.64,0.333333333,12000000,0,High
39590,Female,Urban,Bachelor,2,1,3,5919,2,A,Silver,108696,2-5L,1000000,0.005918994,0.59,0.5,8000000,0,High
85833,Female,Urban,High School,3,1,7,5832,2,A,Platinum,87348,5L-10L,1500000,0.003887997,0.39,0.25,24000000,1,Medium
84706,Female,Urban,High School,2,0,1,4166,2,B,Platinum,111048,2-5L,1000000,0.004165996,0.42,1.0,4000000,0,High
42199,Male,Urban,High School,4,0,1,8466,2,A,Platinum,419160,10L+,2000000,0.004232998,0.42,1.0,8000000,1,High
912,Female,Urban,High School,4,0,6,5174,2,A,Platinum,93840,10L+,2000000,0.002586999,0.26,0.285714286,28000000,1,High
803,Male,Urban,High School,3,1,2,10535,1,C,Silver,56220,5L-10L,1500000,0.007023329,0.7,0.333333333,4500000,0,Low
84529,Male,Urban,High School,3,0,7,22044,2,B,Gold,102996,5L-10L,1500000,0.01469599,1.47,0.25,24000000,1,High
64232,Female,Urban,High School,2,1,4,2879,2,B,Platinum,76080,2-5L,1000000,0.002878997,0.29,0.4,10000000,0,Medium
46471,Female,Urban,Bachelor,3,1,3,9462,2,A,Platinum,192672,5L-10L,1500000,0.006307996,0.63,0.5,12000000,1,High
44071,Male,Rural,Bachelor,3,1,8,8122,1,A,Platinum,44496,5L-10L,1500000,0.005414663,0.54,0.111111111,13500000,0,Low
84143,Male,Urban,Bachelor,3,0,8,0,2,B,Platinum,64740,5L-10L,1500000,0.0,0.0,0.222222222,27000000,1,Medium
70662,Male,Rural,High School,3,0,4,11673,1,A,Platinum,32928,5L-10L,1500000,0.007781995,0.78,0.2,7500000,0,Low
13865,Female,Rural,Bachelor,3,0,0,0,2,A,Gold,56088,5L-10L,1500000,0.0,0.0,2.0,3000000,1,Low
81573,Male,Urban,High School,4,0,5,0,2,B,Gold,68400,10L+,2000000,0.0,0.0,0.333333333,24000000,1,Medium
58958,Female,Rural,Bachelor,3,1,1,0,1,B,Gold,67344,5L-10L,1500000,0.0,0.0,0.5,3000000,0,Medium
77116,Female,Rural,High School,4,1,4,0,2,A,Platinum,177528,10L+,2000000,0.0,0.0,0.4,20000000,1,High
78503,Female,Rural,Others,3,0,7,0,2,A,Platinum,261060,5L-10L,1500000,0.0,0.0,0.25,24000000,1,High
33909,Male,Urban,High School,3,0,8,8759,2,A,Silver,101460,5L-10L,1500000,0.005839329,0.58,0.222222222,27000000,1,High
24752,Female,Rural,High School,3,1,2,0,1,A,Platinum,69648,5L-10L,1500000,0.0,0.0,0.333333333,4500000,0,Medium
48893,Male,Urban,Bachelor,2,1,3,5823,2,C,Gold,102312,2-5L,1000000,0.005822994,0.58,0.5,8000000,0,High
54969,Male,Rural,Bachelor,3,0,2,3861,2,A,Gold,106788,5L-10L,1500000,0.002573998,0.26,0.666666667,9000000,1,High
2575,Male,Urban,High School,3,0,7,5942,2,A,Silver,54780,5L-10L,1500000,0.003961331,0.4,0.25,24000000,1,Low
34446,Male,Urban,High School,3,0,1,6789,2,A,Silver,63852,5L-10L,1500000,0.004525997,0.45,1.0,6000000,1,Medium
43080,Male,Urban,Bachelor,4,0,5,2069,1,B,Silver,47280,10L+,2000000,0.001034499,0.1,0.166666667,12000000,0,Low
25529,Female,Urban,High School,3,1,2,6275,2,A,Platinum,51504,5L-10L,1500000,0.004183331,0.42,0.666666667,9000000,1,Low
73250,Female,Urban,Bachelor,2,1,5,4044,1,A,Platinum,61512,2-5L,1000000,0.004043996,0.4,0.166666667,6000000,0,Medium
7913,Female,Urban,High School,2,1,1,4227,1,A,Gold,30216,2-5L,1000000,0.004226996,0.42,0.5,2000000,0,Low
38324,Male,Urban,High School,2,0,5,4704,2,B,Platinum,65520,2-5L,1000000,0.004703995,0.47,0.333333333,12000000,0,Medium
82715,Female,Urban,Bachelor,3,0,1,0,2,C,Platinum,31728,5L-10L,1500000,0.0,0.0,1.0,6000000,1,Low
13637,Female,Urban,Others,3,0,2,5974,2,A,Silver,43872,5L-10L,1500000,0.003982664,0.4,0.666666667,9000000,1,Low
16625,Male,Rural,Bachelor,3,1,6,0,1,B,Platinum,35460,5L-10L,1500000,0.0,0.0,0.142857143,10500000,0,Low
23320,Male,Rural,High School,3,0,4,2466,2,B,Silver,72288,5L-10L,1500000,0.001643999,0.16,0.4,15000000,1,Medium
26683,Male,Urban,High School,2,0,2,10569,2,A,Platinum,66036,2-5L,1000000,0.010568989,1.06,0.666666667,6000000,0,Medium
88821,Female,Urban,Bachelor,3,0,1,5296,2,B,Platinum,69384,5L-10L,1500000,0.003530664,0.35,1.0,6000000,1,Medium
56518,Female,Urban,Others,3,1,6,4039,2,A,Platinum,72252,5L-10L,1500000,0.002692665,0.27,0.285714286,21000000,1,Medium
19891,Male,Urban,High School,3,0,8,4406,2,A,Platinum,106044,5L-10L,1500000,0.002937331,0.29,0.222222222,27000000,1,High
46827,Male,Urban,High School,3,0,2,6250,2,A,Silver,53724,5L-10L,1500000,0.004166664,0.42,0.666666667,9000000,1,Low
65455,Female,Urban,Bachelor,2,1,7,6048,1,C,Gold,33276,2-5L,1000000,0.006047994,0.6,0.125,8000000,0,Low
70276,Female,Urban,Bachelor,4,1,4,10638,1,A,Gold,100608,10L+,2000000,0.005318997,0.53,0.2,10000000,0,High
80139,Male,Urban,Bachelor,3,0,6,4564,1,A,Gold,64512,5L-10L,1500000,0.003042665,0.3,0.142857143,10500000,0,Medium
74772,Male,Urban,Bachelor,3,0,6,6333,2,B,Silver,99132,5L-10L,1500000,0.004221997,0.42,0.285714286,21000000,1,High
44236,Male,Urban,Bachelor,4,1,5,5899,1,A,Silver,29796,10L+,2000000,0.002949499,0.29,0.166666667,12000000,0,Low
46066,Male,Rural,High School,3,0,5,0,1,C,Silver,46764,5L-10L,1500000,0.0,0.0,0.166666667,9000000,0,Low
84746,Male,Rural,Bachelor,4,1,6,6020,1,A,Platinum,32700,10L+,2000000,0.003009998,0.3,0.142857143,14000000,0,Low
60726,Female,Urban,Bachelor,3,0,3,0,2,B,Platinum,63636,5L-10L,1500000,0.0,0.0,0.5,12000000,1,Medium
66592,Male,Rural,High School,3,0,7,8469,2,A,Silver,113112,5L-10L,1500000,0.005645996,0.56,0.25,24000000,1,High
88168,Male,Rural,Bachelor,3,1,8,5401,2,A,Platinum,283560,5L-10L,1500000,0.003600664,0.36,0.222222222,27000000,1,High
57048,Male,Rural,Bachelor,3,1,6,0,1,C,Platinum,66672,5L-10L,1500000,0.0,0.0,0.142857143,10500000,0,Medium
89359,Female,Urban,High School,4,0,3,4583,2,A,Silver,105084,10L+,2000000,0.002291499,0.23,0.5,16000000,1,High
74073,Female,Urban,High School,2,1,7,4332,2,B,Platinum,67248,2-5L,1000000,0.004331996,0.43,0.25,16000000,0,Medium
3537,Male,Urban,Bachelor,3,0,5,4020,2,B,Platinum,69060,5L-10L,1500000,0.002679998,0.27,0.333333333,18000000,1,Medium
77963,Male,Urban,High School,3,0,3,15314,2,A,Gold,238512,5L-10L,1500000,0.010209327,1.02,0.5,12000000,1,High
57052,Female,Urban,High School,3,1,4,3634,1,B,Platinum,32748,5L-10L,1500000,0.002422665,0.24,0.2,7500000,0,Low
63680,Male,Urban,Bachelor,3,1,7,4119,2,A,Platinum,101664,5L-10L,1500000,0.002745998,0.27,0.25,24000000,1,High
7260,Female,Urban,Bachelor,2,0,4,0,2,A,Platinum,66972,2-5L,1000000,0.0,0.0,0.4,10000000,0,Medium
82945,Female,Urban,Bachelor,4,1,4,3626,2,A,Platinum,62652,10L+,2000000,0.001812999,0.18,0.4,20000000,1,Medium
32646,Female,Urban,High School,2,0,4,3520,2,B,Platinum,74400,2-5L,1000000,0.003519996,0.35,0.4,10000000,0,Medium
57359,Female,Rural,Bachelor,2,1,6,2633,1,B,Silver,32760,2-5L,1000000,0.002632997,0.26,0.142857143,7000000,0,Low
6311,Female,Urban,High School,4,1,5,8222,2,A,Platinum,314820,10L+,2000000,0.004110998,0.41,0.333333333,24000000,1,High
26131,Female,Urban,Others,3,0,5,17114,2,B,Silver,58920,5L-10L,1500000,0.011409326,1.14,0.333333333,18000000,1,Low
19086,Female,Urban,Bachelor,2,1,7,4628,2,A,Gold,90864,2-5L,1000000,0.004627995,0.46,0.25,16000000,0,Medium
57253,Female,Urban,Bachelor,4,1,6,5915,1,A,Gold,139728,10L+,2000000,0.002957499,0.3,0.142857143,14000000,0,High
86085,Female,Rural,Bachelor,2,0,5,5484,2,B,Silver,66720,2-5L,1000000,0.005483995,0.55,0.333333333,12000000,0,Medium
43016,Male,Rural,High School,3,1,6,0,1,A,Silver,33276,5L-10L,1500000,0.0,0.0,0.142857143,10500000,0,Low
67268,Male,Urban,Bachelor,3,1,7,4398,1,A,Platinum,32748,5L-10L,1500000,0.002931998,0.29,0.125,12000000,0,Low
10422,Male,Urban,High School,2,0,7,8662,2,B,Platinum,178032,2-5L,1000000,0.008661991,0.87,0.25,16000000,0,High
30791,Female,Rural,Bachelor,3,1,3,4927,2,A,Platinum,62640,5L-10L,1500000,0.003284664,0.33,0.5,12000000,1,Medium
55159,Male,Urban,High School,3,1,4,0,2,A,Platinum,62832,5L-10L,1500000,0.0,0.0,0.4,15000000,1,Medium
24502,Male,Urban,Bachelor,3,1,5,3819,2,A,Gold,268704,5L-10L,1500000,0.002545998,0.25,0.333333333,18000000,1,High
66758,Male,Urban,High School,3,0,3,6618,1,A,Platinum,33972,5L-10L,1500000,0.004411997,0.44,0.25,6000000,0,Low
39382,Female,Rural,High School,3,1,3,0,2,A,Platinum,108480,5L-10L,1500000,0.0,0.0,0.5,12000000,1,High
80151,Male,Urban,Bachelor,2,0,4,5219,2,B,Platinum,144216,2-5L,1000000,0.005218995,0.52,0.4,10000000,0,High
19923,Female,Urban,High School,3,1,6,2018,1,A,Platinum,34056,5L-10L,1500000,0.001345332,0.13,0.142857143,10500000,0,Low
54831,Female,Urban,High School,3,0,6,3584,2,A,Gold,92760,5L-10L,1500000,0.002389332,0.24,0.285714286,21000000,1,High
63033,Male,Urban,Others,4,1,7,2801,2,B,Silver,54816,10L+,2000000,0.001400499,0.14,0.25,32000000,1,Low
24527,Male,Rural,High School,3,1,2,0,1,A,Platinum,36720,5L-10L,1500000,0.0,0.0,0.333333333,4500000,0,Low
47873,Male,Urban,High School,3,1,8,3634,2,A,Platinum,63924,5L-10L,1500000,0.002422665,0.24,0.222222222,27000000,1,Medium
543,Male,Urban,Bachelor,3,0,7,0,2,B,Silver,68436,5L-10L,1500000,0.0,0.0,0.25,24000000,1,Medium
49473,Female,Urban,High School,3,0,6,7814,2,C,Gold,349440,5L-10L,1500000,0.00520933,0.52,0.285714286,21000000,1,High
69924,Male,Urban,High School,3,1,6,5050,1,A,Platinum,33924,5L-10L,1500000,0.003366664,0.34,0.142857143,10500000,0,Low
61296,Female,Urban,Bachelor,3,0,7,4839,2,A,Platinum,69060,5L-10L,1500000,0.003225998,0.32,0.25,24000000,1,Medium
6467,Female,Urban,Bachelor,2,0,3,3995,2,A,Platinum,73044,2-5L,1000000,0.003994996,0.4,0.5,8000000,0,Medium
3402,Male,Rural,Bachelor,4,1,2,0,1,A,Platinum,57636,10L+,2000000,0.0,0.0,0.333333333,6000000,0,Low
64674,Male,Urban,Bachelor,3,1,4,4659,1,A,Gold,55980,5L-10L,1500000,0.003105998,0.31,0.2,7500000,0,Low
2622,Male,Urban,Bachelor,3,1,3,4403,2,B,Gold,56112,5L-10L,1500000,0.002935331,0.29,0.5,12000000,1,Low
19574,Male,Rural,High School,3,1,8,2603,2,A,Platinum,72720,5L-10L,1500000,0.001735332,0.17,0.222222222,27000000,1,Medium
28554,Female,Urban,Bachelor,2,1,3,10180,2,A,Platinum,113832,2-5L,1000000,0.01017999,1.02,0.5,8000000,0,High
3171,Male,Urban,Bachelor,2,0,1,9669,2,A,Silver,268092,2-5L,1000000,0.00966899,0.97,1.0,4000000,0,High
59149,Female,Urban,High School,4,1,7,3766,1,B,Platinum,61176,10L+,2000000,0.001882999,0.19,0.125,16000000,0,Medium
